unitid,Other,Female,Male,Asian,American Indian,Black,Hispanic,White,Unknown
139931,144,144,144,72,72,72,72,72,72
139940,144,144,144,72,72,72,72,72,72
139959,144,144,144,72,72,72,72,72,72
139968,144,144,144,72,72,72,72,72,72
139986,72,72,72,36,36,36,36,36,36
139995,72,72,72,36,36,36,36,36,36
140003,72,72,72,36,36,36,36,36,36
140012,72,72,72,36,36,36,36,36,36
140076,54,54,54,27,27,27,27,27,27
140085,54,54,54,27,27,27,27,27,27
140164,144,144,144,72,72,72,72,72,72
140234,144,144,144,72,72,72,72,72,72
140243,72,72,72,36,36,36,36,36,36
140252,144,144,144,72,72,72,72,72,72
140304,54,54,54,27,27,27,27,27,27
140322,108,108,108,54,54,54,54,54,54
140331,72,72,72,36,36,36,36,36,36
140340,144,144,144,72,72,72,72,72,72
140447,144,144,144,72,72,72,72,72,72
140483,108,108,108,54,54,54,54,54,54
140553,144,144,144,72,72,72,72,72,72
140599,72,72,72,36,36,36,36,36,36
140669,108,108,108,54,54,54,54,54,54
140678,72,72,72,36,36,36,36,36,36
140696,144,144,144,72,72,72,72,72,72
140720,144,144,144,72,72,72,72,72,72
140818,144,144,144,72,72,72,72,72,72
140872,144,144,144,72,72,72,72,72,72
140942,72,72,72,36,36,36,36,36,36
140951,144,144,144,72,72,72,72,72,72
140960,144,144,144,72,72,72,72,72,72
140988,144,144,144,72,72,72,72,72,72
140997,54,54,54,27,27,27,27,27,27
141006,72,72,72,36,36,36,36,36,36
141060,144,144,144,72,72,72,72,72,72
141097,144,144,144,72,72,72,72,72,72
141158,72,72,72,36,36,36,36,36,36
141167,144,144,144,72,72,72,72,72,72
141185,144,144,144,72,72,72,72,72,72
141237,144,144,144,72,72,72,72,72,72
141255,72,72,72,36,36,36,36,36,36
141264,144,144,144,72,72,72,72,72,72
141307,54,54,54,27,27,27,27,27,27
141325,144,144,144,72,72,72,72,72,72
141334,144,144,144,72,72,72,72,72,72
141361,144,144,144,72,72,72,72,72,72
141468,72,72,72,36,36,36,36,36,36
141486,144,144,144,72,72,72,72,72,72
141565,144,144,144,72,72,72,72,72,72
141574,144,144,144,72,72,72,72,72,72
141644,144,144,144,72,72,72,72,72,72
141680,72,72,72,36,36,36,36,36,36
141796,72,72,72,36,36,36,36,36,36
141802,72,72,72,36,36,36,36,36,36
141811,72,72,72,36,36,36,36,36,36
141839,144,144,144,72,72,72,72,72,72
141981,36,36,36,18,18,18,18,18,18
141990,72,72,72,36,36,36,36,36,36
142054,72,72,72,36,36,36,36,36,36
142090,144,144,144,72,72,72,72,72,72
142115,144,144,144,72,72,72,72,72,72
142179,72,72,72,36,36,36,36,36,36
142276,144,144,144,72,72,72,72,72,72
142285,144,144,144,72,72,72,72,72,72
142294,144,144,144,72,72,72,72,72,72
142328,144,144,144,72,72,72,72,72,72
142337,144,144,144,72,72,72,72,72,72
142443,72,72,72,36,36,36,36,36,36
142461,144,144,144,72,72,72,72,72,72
142522,144,144,144,72,72,72,72,72,72
142559,72,72,72,36,36,36,36,36,36
142887,144,144,144,72,72,72,72,72,72
143048,144,144,144,72,72,72,72,72,72
143075,54,54,54,27,27,27,27,27,27
143084,144,144,144,72,72,72,72,72,72
143118,144,144,144,72,72,72,72,72,72
143215,72,72,72,36,36,36,36,36,36
143279,72,72,72,36,36,36,36,36,36
143288,144,144,144,72,72,72,72,72,72
143297,108,108,108,54,54,54,54,54,54
143358,144,144,144,72,72,72,72,72,72
143613,72,72,72,36,36,36,36,36,36
144005,144,144,144,72,72,72,72,72,72
144050,144,144,144,72,72,72,72,72,72
144157,72,72,72,36,36,36,36,36,36
144166,72,72,72,36,36,36,36,36,36
144175,72,72,72,36,36,36,36,36,36
144184,72,72,72,36,36,36,36,36,36
144193,72,72,72,36,36,36,36,36,36
144209,72,72,72,36,36,36,36,36,36
144218,72,72,72,36,36,36,36,36,36
144281,144,144,144,72,72,72,72,72,72
144351,144,144,144,72,72,72,72,72,72
144467,72,72,72,36,36,36,36,36,36
144485,72,72,72,36,36,36,36,36,36
144564,72,72,72,36,36,36,36,36,36
144740,144,144,144,72,72,72,72,72,72
144759,108,108,108,54,54,54,54,54,54
144865,72,72,72,36,36,36,36,36,36
144883,144,144,144,72,72,72,72,72,72
144892,144,144,144,72,72,72,72,72,72
144944,72,72,72,36,36,36,36,36,36
144962,144,144,144,72,72,72,72,72,72
144971,144,144,144,72,72,72,72,72,72
145239,72,72,72,36,36,36,36,36,36
145372,144,144,144,72,72,72,72,72,72
145460,144,144,144,72,72,72,72,72,72
145497,144,144,144,72,72,72,72,72,72
145521,72,72,72,36,36,36,36,36,36
145600,144,144,144,72,72,72,72,72,72
145619,144,144,144,72,72,72,72,72,72
145637,144,144,144,72,72,72,72,72,72
145646,144,144,144,72,72,72,72,72,72
145682,72,72,72,36,36,36,36,36,36
145691,144,144,144,72,72,72,72,72,72
145707,72,72,72,36,36,36,36,36,36
145725,144,144,144,72,72,72,72,72,72
145770,36,36,36,18,18,18,18,18,18
145813,144,144,144,72,72,72,72,72,72
145831,72,72,72,36,36,36,36,36,36
146010,144,144,144,72,72,72,72,72,72
146205,72,72,72,36,36,36,36,36,36
146278,72,72,72,36,36,36,36,36,36
146296,72,72,72,36,36,36,36,36,36
146339,144,144,144,72,72,72,72,72,72
146348,72,72,72,36,36,36,36,36,36
146366,72,72,72,36,36,36,36,36,36
146393,144,144,144,72,72,72,72,72,72
146418,72,72,72,36,36,36,36,36,36
146427,144,144,144,72,72,72,72,72,72
146472,72,72,72,36,36,36,36,36,36
146481,144,144,144,72,72,72,72,72,72
146506,72,72,72,36,36,36,36,36,36
146603,72,72,72,36,36,36,36,36,36
146612,144,144,144,72,72,72,72,72,72
146667,144,144,144,72,72,72,72,72,72
146676,144,144,144,72,72,72,72,72,72
146685,72,72,72,36,36,36,36,36,36
146700,72,72,72,36,36,36,36,36,36
146719,144,144,144,72,72,72,72,72,72
146755,144,144,144,72,72,72,72,72,72
146816,72,72,72,36,36,36,36,36,36
146825,144,144,144,72,72,72,72,72,72
147004,72,72,72,36,36,36,36,36,36
147013,144,144,144,72,72,72,72,72,72
147129,36,36,36,18,18,18,18,18,18
147165,144,144,144,72,72,72,72,72,72
147244,144,144,144,72,72,72,72,72,72
147341,144,144,144,72,72,72,72,72,72
147369,144,144,144,72,72,72,72,72,72
147378,72,72,72,36,36,36,36,36,36
147396,72,72,72,36,36,36,36,36,36
147411,72,72,72,36,36,36,36,36,36
147536,144,144,144,72,72,72,72,72,72
147660,144,144,144,72,72,72,72,72,72
147679,144,144,144,72,72,72,72,72,72
147703,144,144,144,72,72,72,72,72,72
147749,72,72,72,36,36,36,36,36,36
147767,144,144,144,72,72,72,72,72,72
147776,144,144,144,72,72,72,72,72,72
147800,72,72,72,36,36,36,36,36,36
147828,144,144,144,72,72,72,72,72,72
147916,72,72,72,36,36,36,36,36,36
148007,72,72,72,36,36,36,36,36,36
148016,108,108,108,54,54,54,54,54,54
148131,144,144,144,72,72,72,72,72,72
148140,72,72,72,36,36,36,36,36,36
148177,144,144,144,72,72,72,72,72,72
148256,72,72,72,36,36,36,36,36,36
148292,72,72,72,36,36,36,36,36,36
148335,144,144,144,72,72,72,72,72,72
148380,72,72,72,36,36,36,36,36,36
148399,72,72,72,36,36,36,36,36,36
148405,144,144,144,72,72,72,72,72,72
148487,144,144,144,72,72,72,72,72,72
148496,144,144,144,72,72,72,72,72,72
148584,144,144,144,72,72,72,72,72,72
148627,144,144,144,72,72,72,72,72,72
148654,144,144,144,72,72,72,72,72,72
148672,72,72,72,36,36,36,36,36,36
148821,72,72,72,36,36,36,36,36,36
148849,144,144,144,72,72,72,72,72,72
148876,144,144,144,72,72,72,72,72,72
148937,72,72,72,36,36,36,36,36,36
148991,72,72,72,36,36,36,36,36,36
149019,54,54,54,27,27,27,27,27,27
149222,144,144,144,72,72,72,72,72,72
149231,144,144,144,72,72,72,72,72,72
149310,72,72,72,36,36,36,36,36,36
149365,72,72,72,36,36,36,36,36,36
149505,144,144,144,72,72,72,72,72,72
149514,144,144,144,72,72,72,72,72,72
149532,72,72,72,36,36,36,36,36,36
149639,144,144,144,72,72,72,72,72,72
149727,72,72,72,36,36,36,36,36,36
149772,144,144,144,72,72,72,72,72,72
149781,144,144,144,72,72,72,72,72,72
149842,72,72,72,36,36,36,36,36,36
150048,72,72,72,36,36,36,36,36,36
150066,144,144,144,72,72,72,72,72,72
150136,144,144,144,72,72,72,72,72,72
150145,144,144,144,72,72,72,72,72,72
150163,144,144,144,72,72,72,72,72,72
150172,144,144,144,72,72,72,72,72,72
150251,72,72,72,36,36,36,36,36,36
150400,144,144,144,72,72,72,72,72,72
150455,144,144,144,72,72,72,72,72,72
150534,144,144,144,72,72,72,72,72,72
150604,144,144,144,72,72,72,72,72,72
150668,144,144,144,72,72,72,72,72,72
150677,144,144,144,72,72,72,72,72,72
150756,144,144,144,72,72,72,72,72,72
150774,144,144,144,72,72,72,72,72,72
150941,144,144,144,72,72,72,72,72,72
150978,54,54,54,27,27,27,27,27,27
150987,72,72,72,36,36,36,36,36,36
150996,54,54,54,27,27,27,27,27,27
151005,54,54,54,27,27,27,27,27,27
151014,54,54,54,27,27,27,27,27,27
151023,54,54,54,27,27,27,27,27,27
151032,54,54,54,27,27,27,27,27,27
151041,54,54,54,27,27,27,27,27,27
151050,54,54,54,27,27,27,27,27,27
151069,54,54,54,27,27,27,27,27,27
151078,54,54,54,27,27,27,27,27,27
151087,54,54,54,27,27,27,27,27,27
151096,54,54,54,27,27,27,27,27,27
151102,144,144,144,72,72,72,72,72,72
151111,144,144,144,72,72,72,72,72,72
151157,54,54,54,27,27,27,27,27,27
151166,144,144,144,72,72,72,72,72,72
151193,54,54,54,27,27,27,27,27,27
151209,108,108,108,54,54,54,54,54,54
151236,108,108,108,54,54,54,54,54,54
151245,54,54,54,27,27,27,27,27,27
151263,144,144,144,72,72,72,72,72,72
151290,144,144,144,72,72,72,72,72,72
151306,144,144,144,72,72,72,72,72,72
151324,144,144,144,72,72,72,72,72,72
151333,144,144,144,72,72,72,72,72,72
151342,144,144,144,72,72,72,72,72,72
151351,144,144,144,72,72,72,72,72,72
151360,144,144,144,72,72,72,72,72,72
151379,144,144,144,72,72,72,72,72,72
151388,144,144,144,72,72,72,72,72,72
151458,144,144,144,72,72,72,72,72,72
151467,72,72,72,36,36,36,36,36,36
151494,144,144,144,72,72,72,72,72,72
151500,144,144,144,72,72,72,72,72,72
151519,144,144,144,72,72,72,72,72,72
151616,144,144,144,72,72,72,72,72,72
151625,144,144,144,72,72,72,72,72,72
151661,72,72,72,36,36,36,36,36,36
151777,144,144,144,72,72,72,72,72,72
151786,144,144,144,72,72,72,72,72,72
151801,144,144,144,72,72,72,72,72,72
151810,144,144,144,72,72,72,72,72,72
151944,144,144,144,72,72,72,72,72,72
152080,144,144,144,72,72,72,72,72,72
152099,144,144,144,72,72,72,72,72,72
152220,54,54,54,27,27,27,27,27,27
152248,144,144,144,72,72,72,72,72,72
152266,144,144,144,72,72,72,72,72,72
152318,144,144,144,72,72,72,72,72,72
152336,144,144,144,72,72,72,72,72,72
152363,144,144,144,72,72,72,72,72,72
152381,144,144,144,72,72,72,72,72,72
152390,144,144,144,72,72,72,72,72,72
152415,72,72,72,36,36,36,36,36,36
152424,54,54,54,27,27,27,27,27,27
152530,144,144,144,72,72,72,72,72,72
152567,144,144,144,72,72,72,72,72,72
152600,144,144,144,72,72,72,72,72,72
152637,144,144,144,72,72,72,72,72,72
152673,144,144,144,72,72,72,72,72,72
152798,144,144,144,72,72,72,72,72,72
152822,144,144,144,72,72,72,72,72,72
152992,144,144,144,72,72,72,72,72,72
153001,144,144,144,72,72,72,72,72,72
153108,144,144,144,72,72,72,72,72,72
153126,144,144,144,72,72,72,72,72,72
153144,144,144,144,72,72,72,72,72,72
153162,144,144,144,72,72,72,72,72,72
153214,72,72,72,36,36,36,36,36,36
153241,144,144,144,72,72,72,72,72,72
153250,144,144,144,72,72,72,72,72,72
153269,144,144,144,72,72,72,72,72,72
153278,144,144,144,72,72,72,72,72,72
153296,72,72,72,36,36,36,36,36,36
153302,144,144,144,72,72,72,72,72,72
153311,72,72,72,36,36,36,36,36,36
153320,144,144,144,72,72,72,72,72,72
153366,144,144,144,72,72,72,72,72,72
153375,144,144,144,72,72,72,72,72,72
153384,144,144,144,72,72,72,72,72,72
153409,144,144,144,72,72,72,72,72,72
153418,144,144,144,72,72,72,72,72,72
153427,144,144,144,72,72,72,72,72,72
153445,72,72,72,36,36,36,36,36,36
153472,72,72,72,36,36,36,36,36,36
153524,72,72,72,36,36,36,36,36,36
153533,72,72,72,36,36,36,36,36,36
153603,144,144,144,72,72,72,72,72,72
153621,144,144,144,72,72,72,72,72,72
153630,72,72,72,36,36,36,36,36,36
153658,144,144,144,72,72,72,72,72,72
153737,72,72,72,36,36,36,36,36,36
153825,144,144,144,72,72,72,72,72,72
153834,144,144,144,72,72,72,72,72,72
153861,144,144,144,72,72,72,72,72,72
153922,72,72,72,36,36,36,36,36,36
153977,144,144,144,72,72,72,72,72,72
154004,144,144,144,72,72,72,72,72,72
154013,144,144,144,72,72,72,72,72,72
154022,144,144,144,72,72,72,72,72,72
154059,72,72,72,36,36,36,36,36,36
154095,144,144,144,72,72,72,72,72,72
154101,144,144,144,72,72,72,72,72,72
154110,72,72,72,36,36,36,36,36,36
154129,72,72,72,36,36,36,36,36,36
154235,144,144,144,72,72,72,72,72,72
154262,90,90,90,45,45,45,45,45,45
154350,144,144,144,72,72,72,72,72,72
154378,72,72,72,36,36,36,36,36,36
154396,72,72,72,36,36,36,36,36,36
154493,144,144,144,72,72,72,72,72,72
154518,144,144,144,72,72,72,72,72,72
154527,144,144,144,72,72,72,72,72,72
154572,72,72,72,36,36,36,36,36,36
154590,144,144,144,72,72,72,72,72,72
154642,72,72,72,36,36,36,36,36,36
154688,144,144,144,72,72,72,72,72,72
154697,72,72,72,36,36,36,36,36,36
154712,144,144,144,72,72,72,72,72,72
154721,144,144,144,72,72,72,72,72,72
154749,144,144,144,72,72,72,72,72,72
154767,90,90,90,45,45,45,45,45,45
154776,90,90,90,45,45,45,45,45,45
154794,72,72,72,36,36,36,36,36,36
154800,72,72,72,36,36,36,36,36,36
154855,144,144,144,72,72,72,72,72,72
154907,72,72,72,36,36,36,36,36,36
154925,72,72,72,36,36,36,36,36,36
154934,72,72,72,36,36,36,36,36,36
154952,72,72,72,36,36,36,36,36,36
154998,72,72,72,36,36,36,36,36,36
155007,144,144,144,72,72,72,72,72,72
155025,144,144,144,72,72,72,72,72,72
155052,72,72,72,36,36,36,36,36,36
155061,144,144,144,72,72,72,72,72,72
155070,144,144,144,72,72,72,72,72,72
155089,144,144,144,72,72,72,72,72,72
155098,72,72,72,36,36,36,36,36,36
155104,72,72,72,36,36,36,36,36,36
155140,144,144,144,72,72,72,72,72,72
155177,72,72,72,36,36,36,36,36,36
155186,72,72,72,36,36,36,36,36,36
155195,72,72,72,36,36,36,36,36,36
155201,72,72,72,36,36,36,36,36,36
155210,72,72,72,36,36,36,36,36,36
155283,90,90,90,45,45,45,45,45,45
155292,72,72,72,36,36,36,36,36,36
155317,144,144,144,72,72,72,72,72,72
155335,144,144,144,72,72,72,72,72,72
155399,144,144,144,72,72,72,72,72,72
155414,144,144,144,72,72,72,72,72,72
155450,72,72,72,36,36,36,36,36,36
155487,72,72,72,36,36,36,36,36,36
155496,144,144,144,72,72,72,72,72,72
155511,144,144,144,72,72,72,72,72,72
155520,144,144,144,72,72,72,72,72,72
155566,72,72,72,36,36,36,36,36,36
155593,72,72,72,36,36,36,36,36,36
155618,72,72,72,36,36,36,36,36,36
155627,144,144,144,72,72,72,72,72,72
155681,144,144,144,72,72,72,72,72,72
155715,72,72,72,36,36,36,36,36,36
155812,144,144,144,72,72,72,72,72,72
155830,72,72,72,36,36,36,36,36,36
155858,72,72,72,36,36,36,36,36,36
155900,144,144,144,72,72,72,72,72,72
155937,144,144,144,72,72,72,72,72,72
155973,144,144,144,72,72,72,72,72,72
156082,144,144,144,72,72,72,72,72,72
156107,72,72,72,36,36,36,36,36,36
156125,144,144,144,72,72,72,72,72,72
156189,144,144,144,72,72,72,72,72,72
156213,144,144,144,72,72,72,72,72,72
156231,72,72,72,36,36,36,36,36,36
156286,144,144,144,72,72,72,72,72,72
156295,144,144,144,72,72,72,72,72,72
156338,72,72,72,36,36,36,36,36,36
156356,144,144,144,72,72,72,72,72,72
156365,144,144,144,72,72,72,72,72,72
156392,72,72,72,36,36,36,36,36,36
156408,144,144,144,72,72,72,72,72,72
156417,144,144,144,72,72,72,72,72,72
156471,72,72,72,36,36,36,36,36,36
156541,144,144,144,72,72,72,72,72,72
156620,144,144,144,72,72,72,72,72,72
156648,72,72,72,36,36,36,36,36,36
156745,144,144,144,72,72,72,72,72,72
156790,72,72,72,36,36,36,36,36,36
156851,72,72,72,36,36,36,36,36,36
156860,72,72,72,36,36,36,36,36,36
156903,144,144,144,72,72,72,72,72,72
156921,72,72,72,36,36,36,36,36,36
157021,144,144,144,72,72,72,72,72,72
157058,144,144,144,72,72,72,72,72,72
157076,144,144,144,72,72,72,72,72,72
157085,144,144,144,72,72,72,72,72,72
157100,144,144,144,72,72,72,72,72,72
157216,144,144,144,72,72,72,72,72,72
157270,144,144,144,72,72,72,72,72,72
157289,144,144,144,72,72,72,72,72,72
157304,72,72,72,36,36,36,36,36,36
157331,72,72,72,36,36,36,36,36,36
157359,144,144,144,72,72,72,72,72,72
157377,144,144,144,72,72,72,72,72,72
157386,144,144,144,72,72,72,72,72,72
157401,144,144,144,72,72,72,72,72,72
157438,72,72,72,36,36,36,36,36,36
157447,144,144,144,72,72,72,72,72,72
157465,144,144,144,72,72,72,72,72,72
157483,72,72,72,36,36,36,36,36,36
157535,144,144,144,72,72,72,72,72,72
157553,72,72,72,36,36,36,36,36,36
157599,144,144,144,72,72,72,72,72,72
157632,144,144,144,72,72,72,72,72,72
157696,90,90,90,45,45,45,45,45,45
157711,72,72,72,36,36,36,36,36,36
157739,72,72,72,36,36,36,36,36,36
157748,108,108,108,54,54,54,54,54,54
157757,144,144,144,72,72,72,72,72,72
157766,72,72,72,36,36,36,36,36,36
157793,144,144,144,72,72,72,72,72,72
157809,144,144,144,72,72,72,72,72,72
157818,144,144,144,72,72,72,72,72,72
157863,144,144,144,72,72,72,72,72,72
157951,144,144,144,72,72,72,72,72,72
158088,72,72,72,36,36,36,36,36,36
158352,72,72,72,36,36,36,36,36,36
158431,72,72,72,36,36,36,36,36,36
158440,72,72,72,36,36,36,36,36,36
158477,144,144,144,72,72,72,72,72,72
158662,72,72,72,36,36,36,36,36,36
158723,72,72,72,36,36,36,36,36,36
158769,54,54,54,27,27,27,27,27,27
158802,144,144,144,72,72,72,72,72,72
158884,72,72,72,36,36,36,36,36,36
159009,144,144,144,72,72,72,72,72,72
159197,72,72,72,36,36,36,36,36,36
159382,144,144,144,72,72,72,72,72,72
159391,144,144,144,72,72,72,72,72,72
159407,72,72,72,36,36,36,36,36,36
159416,144,144,144,72,72,72,72,72,72
159443,72,72,72,36,36,36,36,36,36
159568,144,144,144,72,72,72,72,72,72
159647,144,144,144,72,72,72,72,72,72
159656,144,144,144,72,72,72,72,72,72
159717,144,144,144,72,72,72,72,72,72
159939,144,144,144,72,72,72,72,72,72
159948,108,108,108,54,54,54,54,54,54
159966,144,144,144,72,72,72,72,72,72
159993,144,144,144,72,72,72,72,72,72
160010,72,72,72,36,36,36,36,36,36
160038,144,144,144,72,72,72,72,72,72
160065,144,144,144,72,72,72,72,72,72
160074,144,144,144,72,72,72,72,72,72
160409,144,144,144,72,72,72,72,72,72
160481,72,72,72,36,36,36,36,36,36
160524,72,72,72,36,36,36,36,36,36
160579,72,72,72,36,36,36,36,36,36
160612,144,144,144,72,72,72,72,72,72
160621,144,144,144,72,72,72,72,72,72
160630,144,144,144,72,72,72,72,72,72
160649,72,72,72,36,36,36,36,36,36
160658,144,144,144,72,72,72,72,72,72
160667,72,72,72,36,36,36,36,36,36
160755,144,144,144,72,72,72,72,72,72
160904,144,144,144,72,72,72,72,72,72
160913,72,72,72,36,36,36,36,36,36
160940,90,90,90,45,45,45,45,45,45
160959,144,144,144,72,72,72,72,72,72
160977,144,144,144,72,72,72,72,72,72
160995,72,72,72,36,36,36,36,36,36
161004,144,144,144,72,72,72,72,72,72
161022,72,72,72,36,36,36,36,36,36
161077,72,72,72,36,36,36,36,36,36
161086,144,144,144,72,72,72,72,72,72
161138,72,72,72,36,36,36,36,36,36
161165,144,144,144,72,72,72,72,72,72
161192,72,72,72,36,36,36,36,36,36
161217,144,144,144,72,72,72,72,72,72
161226,144,144,144,72,72,72,72,72,72
161235,144,144,144,72,72,72,72,72,72
161244,144,144,144,72,72,72,72,72,72
161253,144,144,144,72,72,72,72,72,72
161299,144,144,144,72,72,72,72,72,72
161341,144,144,144,72,72,72,72,72,72
161457,144,144,144,72,72,72,72,72,72
161484,72,72,72,36,36,36,36,36,36
161509,144,144,144,72,72,72,72,72,72
161518,144,144,144,72,72,72,72,72,72
161545,72,72,72,36,36,36,36,36,36
161554,144,144,144,72,72,72,72,72,72
161563,144,144,144,72,72,72,72,72,72
161572,144,144,144,72,72,72,72,72,72
161581,72,72,72,36,36,36,36,36,36
161688,72,72,72,36,36,36,36,36,36
161767,72,72,72,36,36,36,36,36,36
161776,72,72,72,36,36,36,36,36,36
161864,72,72,72,36,36,36,36,36,36
161873,36,36,36,18,18,18,18,18,18
161882,108,108,108,54,54,54,54,54,54
162007,144,144,144,72,72,72,72,72,72
162061,144,144,144,72,72,72,72,72,72
162104,72,72,72,36,36,36,36,36,36
162122,72,72,72,36,36,36,36,36,36
162168,72,72,72,36,36,36,36,36,36
162210,144,144,144,72,72,72,72,72,72
162283,144,144,144,72,72,72,72,72,72
162557,72,72,72,36,36,36,36,36,36
162584,144,144,144,72,72,72,72,72,72
162609,72,72,72,36,36,36,36,36,36
162654,144,144,144,72,72,72,72,72,72
162681,144,144,144,72,72,72,72,72,72
162690,72,72,72,36,36,36,36,36,36
162706,72,72,72,36,36,36,36,36,36
162760,144,144,144,72,72,72,72,72,72
162779,72,72,72,36,36,36,36,36,36
162928,144,144,144,72,72,72,72,72,72
163028,72,72,72,36,36,36,36,36,36
163046,144,144,144,72,72,72,72,72,72
163204,144,144,144,72,72,72,72,72,72
163268,144,144,144,72,72,72,72,72,72
163286,144,144,144,72,72,72,72,72,72
163295,144,144,144,72,72,72,72,72,72
163338,144,144,144,72,72,72,72,72,72
163426,72,72,72,36,36,36,36,36,36
163453,144,144,144,72,72,72,72,72,72
163462,144,144,144,72,72,72,72,72,72
163532,144,144,144,72,72,72,72,72,72
163578,144,144,144,72,72,72,72,72,72
163657,72,72,72,36,36,36,36,36,36
163736,72,72,72,36,36,36,36,36,36
163851,144,144,144,72,72,72,72,72,72
163912,144,144,144,72,72,72,72,72,72
163921,144,144,144,72,72,72,72,72,72
163976,144,144,144,72,72,72,72,72,72
164058,72,72,72,36,36,36,36,36,36
164076,144,144,144,72,72,72,72,72,72
164155,108,108,108,54,54,54,54,54,54
164173,144,144,144,72,72,72,72,72,72
164207,108,108,108,54,54,54,54,54,54
164216,144,144,144,72,72,72,72,72,72
164270,144,144,144,72,72,72,72,72,72
164313,72,72,72,36,36,36,36,36,36
164447,144,144,144,72,72,72,72,72,72
164465,144,144,144,72,72,72,72,72,72
164492,144,144,144,72,72,72,72,72,72
164562,144,144,144,72,72,72,72,72,72
164571,108,108,108,54,54,54,54,54,54
164580,144,144,144,72,72,72,72,72,72
164614,144,144,144,72,72,72,72,72,72
164632,144,144,144,72,72,72,72,72,72
164641,144,144,144,72,72,72,72,72,72
164720,144,144,144,72,72,72,72,72,72
164739,144,144,144,72,72,72,72,72,72
164748,144,144,144,72,72,72,72,72,72
164775,72,72,72,36,36,36,36,36,36
164872,144,144,144,72,72,72,72,72,72
164924,144,144,144,72,72,72,72,72,72
164933,144,144,144,72,72,72,72,72,72
164988,144,144,144,72,72,72,72,72,72
165015,144,144,144,72,72,72,72,72,72
165024,144,144,144,72,72,72,72,72,72
165033,72,72,72,36,36,36,36,36,36
165112,72,72,72,36,36,36,36,36,36
165167,144,144,144,72,72,72,72,72,72
165194,72,72,72,36,36,36,36,36,36
165264,144,144,144,72,72,72,72,72,72
165334,144,144,144,72,72,72,72,72,72
165529,144,144,144,72,72,72,72,72,72
165574,144,144,144,72,72,72,72,72,72
165644,144,144,144,72,72,72,72,72,72
165662,144,144,144,72,72,72,72,72,72
165671,144,144,144,72,72,72,72,72,72
165699,144,144,144,72,72,72,72,72,72
165802,144,144,144,72,72,72,72,72,72
165820,144,144,144,72,72,72,72,72,72
165866,144,144,144,72,72,72,72,72,72
165884,144,144,144,72,72,72,72,72,72
165936,144,144,144,72,72,72,72,72,72
165981,72,72,72,36,36,36,36,36,36
166018,144,144,144,72,72,72,72,72,72
166027,144,144,144,72,72,72,72,72,72
166124,144,144,144,72,72,72,72,72,72
166133,72,72,72,36,36,36,36,36,36
166276,54,54,54,27,27,27,27,27,27
166391,144,144,144,72,72,72,72,72,72
166407,72,72,72,36,36,36,36,36,36
166452,144,144,144,72,72,72,72,72,72
166513,144,144,144,72,72,72,72,72,72
166601,90,90,90,45,45,45,45,45,45
166629,144,144,144,72,72,72,72,72,72
166638,144,144,144,72,72,72,72,72,72
166647,72,72,72,36,36,36,36,36,36
166656,144,144,144,72,72,72,72,72,72
166674,144,144,144,72,72,72,72,72,72
166683,144,144,144,72,72,72,72,72,72
166692,144,144,144,72,72,72,72,72,72
166823,72,72,72,36,36,36,36,36,36
166850,144,144,144,72,72,72,72,72,72
166887,72,72,72,36,36,36,36,36,36
166911,144,144,144,72,72,72,72,72,72
166939,144,144,144,72,72,72,72,72,72
166948,144,144,144,72,72,72,72,72,72
166957,72,72,72,36,36,36,36,36,36
166984,144,144,144,72,72,72,72,72,72
167057,144,144,144,72,72,72,72,72,72
167251,144,144,144,72,72,72,72,72,72
167260,144,144,144,72,72,72,72,72,72
167288,144,144,144,72,72,72,72,72,72
167312,72,72,72,36,36,36,36,36,36
167321,144,144,144,72,72,72,72,72,72
167358,144,144,144,72,72,72,72,72,72
167376,72,72,72,36,36,36,36,36,36
167394,144,144,144,72,72,72,72,72,72
167455,144,144,144,72,72,72,72,72,72
167525,72,72,72,36,36,36,36,36,36
167534,72,72,72,36,36,36,36,36,36
167598,144,144,144,72,72,72,72,72,72
167631,72,72,72,36,36,36,36,36,36
167729,144,144,144,72,72,72,72,72,72
167738,72,72,72,36,36,36,36,36,36
167783,144,144,144,72,72,72,72,72,72
167792,144,144,144,72,72,72,72,72,72
167835,144,144,144,72,72,72,72,72,72
167899,144,144,144,72,72,72,72,72,72
167905,72,72,72,36,36,36,36,36,36
167987,144,144,144,72,72,72,72,72,72
167996,144,144,144,72,72,72,72,72,72
168005,144,144,144,72,72,72,72,72,72
168148,144,144,144,72,72,72,72,72,72
168218,144,144,144,72,72,72,72,72,72
168227,144,144,144,72,72,72,72,72,72
168254,144,144,144,72,72,72,72,72,72
168263,144,144,144,72,72,72,72,72,72
168281,144,144,144,72,72,72,72,72,72
168290,144,144,144,72,72,72,72,72,72
168342,144,144,144,72,72,72,72,72,72
168421,144,144,144,72,72,72,72,72,72
168430,144,144,144,72,72,72,72,72,72
168528,144,144,144,72,72,72,72,72,72
168546,144,144,144,72,72,72,72,72,72
168591,144,144,144,72,72,72,72,72,72
168607,72,72,72,36,36,36,36,36,36
168740,144,144,144,72,72,72,72,72,72
168786,144,144,144,72,72,72,72,72,72
168838,144,144,144,72,72,72,72,72,72
168847,144,144,144,72,72,72,72,72,72
168883,72,72,72,36,36,36,36,36,36
169080,144,144,144,72,72,72,72,72,72
