unitid,Other,Female,Male,Asian,American Indian,Black,Hispanic,White,Unknown
198154,72,72,72,36,36,36,36,36,36
198206,72,72,72,36,36,36,36,36,36
198215,144,144,144,72,72,72,72,72,72
198233,72,72,72,36,36,36,36,36,36
198242,144,144,144,72,72,72,72,72,72
198251,72,72,72,36,36,36,36,36,36
198260,72,72,72,36,36,36,36,36,36
198303,144,144,144,72,72,72,72,72,72
198321,72,72,72,36,36,36,36,36,36
198330,72,72,72,36,36,36,36,36,36
198367,72,72,72,36,36,36,36,36,36
198376,72,72,72,36,36,36,36,36,36
198385,144,144,144,72,72,72,72,72,72
198419,144,144,144,72,72,72,72,72,72
198455,72,72,72,36,36,36,36,36,36
198464,144,144,144,72,72,72,72,72,72
198491,72,72,72,36,36,36,36,36,36
198507,144,144,144,72,72,72,72,72,72
198516,144,144,144,72,72,72,72,72,72
198534,72,72,72,36,36,36,36,36,36
198543,144,144,144,72,72,72,72,72,72
198552,72,72,72,36,36,36,36,36,36
198561,144,144,144,72,72,72,72,72,72
198570,72,72,72,36,36,36,36,36,36
198598,144,144,144,72,72,72,72,72,72
198613,144,144,144,72,72,72,72,72,72
198622,72,72,72,36,36,36,36,36,36
198640,72,72,72,36,36,36,36,36,36
198668,72,72,72,36,36,36,36,36,36
198695,144,144,144,72,72,72,72,72,72
198710,72,72,72,36,36,36,36,36,36
198729,72,72,72,36,36,36,36,36,36
198747,144,144,144,72,72,72,72,72,72
198756,144,144,144,72,72,72,72,72,72
198774,72,72,72,36,36,36,36,36,36
198808,144,144,144,72,72,72,72,72,72
198817,72,72,72,36,36,36,36,36,36
198835,144,144,144,72,72,72,72,72,72
198862,144,144,144,72,72,72,72,72,72
198871,72,72,72,36,36,36,36,36,36
198899,144,144,144,72,72,72,72,72,72
198905,72,72,72,36,36,36,36,36,36
198914,72,72,72,36,36,36,36,36,36
198923,72,72,72,36,36,36,36,36,36
198950,144,144,144,72,72,72,72,72,72
198969,144,144,144,72,72,72,72,72,72
198978,144,144,144,72,72,72,72,72,72
198987,72,72,72,36,36,36,36,36,36
199023,72,72,72,36,36,36,36,36,36
199032,144,144,144,72,72,72,72,72,72
199069,144,144,144,72,72,72,72,72,72
199087,72,72,72,36,36,36,36,36,36
199102,144,144,144,72,72,72,72,72,72
199111,144,144,144,72,72,72,72,72,72
199120,144,144,144,72,72,72,72,72,72
199139,144,144,144,72,72,72,72,72,72
199148,144,144,144,72,72,72,72,72,72
199157,144,144,144,72,72,72,72,72,72
199184,144,144,144,72,72,72,72,72,72
199193,144,144,144,72,72,72,72,72,72
199209,144,144,144,72,72,72,72,72,72
199218,144,144,144,72,72,72,72,72,72
199263,72,72,72,36,36,36,36,36,36
199272,144,144,144,72,72,72,72,72,72
199281,144,144,144,72,72,72,72,72,72
199306,144,144,144,72,72,72,72,72,72
199315,144,144,144,72,72,72,72,72,72
199324,72,72,72,36,36,36,36,36,36
199333,72,72,72,36,36,36,36,36,36
199412,144,144,144,72,72,72,72,72,72
199421,72,72,72,36,36,36,36,36,36
199449,72,72,72,36,36,36,36,36,36
199458,144,144,144,72,72,72,72,72,72
199467,72,72,72,36,36,36,36,36,36
199476,72,72,72,36,36,36,36,36,36
199485,72,72,72,36,36,36,36,36,36
199494,72,72,72,36,36,36,36,36,36
199582,144,144,144,72,72,72,72,72,72
199607,144,144,144,72,72,72,72,72,72
199625,72,72,72,36,36,36,36,36,36
199634,72,72,72,36,36,36,36,36,36
199643,144,144,144,72,72,72,72,72,72
199698,144,144,144,72,72,72,72,72,72
199722,72,72,72,36,36,36,36,36,36
199731,72,72,72,36,36,36,36,36,36
199740,72,72,72,36,36,36,36,36,36
199768,72,72,72,36,36,36,36,36,36
199786,72,72,72,36,36,36,36,36,36
199795,72,72,72,36,36,36,36,36,36
199838,72,72,72,36,36,36,36,36,36
199847,144,144,144,72,72,72,72,72,72
199856,72,72,72,36,36,36,36,36,36
199865,144,144,144,72,72,72,72,72,72
199892,72,72,72,36,36,36,36,36,36
199908,72,72,72,36,36,36,36,36,36
199926,72,72,72,36,36,36,36,36,36
199953,72,72,72,36,36,36,36,36,36
199962,144,144,144,72,72,72,72,72,72
199999,144,144,144,72,72,72,72,72,72
200004,144,144,144,72,72,72,72,72,72
200013,144,144,144,72,72,72,72,72,72
200022,144,144,144,72,72,72,72,72,72
200059,144,144,144,72,72,72,72,72,72
200086,90,90,90,45,45,45,45,45,45
200156,144,144,144,72,72,72,72,72,72
200192,72,72,72,36,36,36,36,36,36
200208,72,72,72,36,36,36,36,36,36
200217,144,144,144,72,72,72,72,72,72
200226,144,144,144,72,72,72,72,72,72
200253,144,144,144,72,72,72,72,72,72
200280,144,144,144,72,72,72,72,72,72
200305,72,72,72,36,36,36,36,36,36
200314,72,72,72,36,36,36,36,36,36
200332,144,144,144,72,72,72,72,72,72
200341,72,72,72,36,36,36,36,36,36
200466,144,144,144,72,72,72,72,72,72
200484,144,144,144,72,72,72,72,72,72
200527,144,144,144,72,72,72,72,72,72
200554,90,90,90,45,45,45,45,45,45
200572,144,144,144,72,72,72,72,72,72
200590,72,72,72,36,36,36,36,36,36
200633,72,72,72,36,36,36,36,36,36
200785,144,144,144,72,72,72,72,72,72
200800,144,144,144,72,72,72,72,72,72
200846,72,72,72,36,36,36,36,36,36
201016,72,72,72,36,36,36,36,36,36
201061,144,144,144,72,72,72,72,72,72
201104,144,144,144,72,72,72,72,72,72
201140,108,108,108,54,54,54,54,54,54
201177,90,90,90,45,45,45,45,45,45
201195,144,144,144,72,72,72,72,72,72
201283,72,72,72,36,36,36,36,36,36
201371,144,144,144,72,72,72,72,72,72
201399,72,72,72,36,36,36,36,36,36
201432,72,72,72,36,36,36,36,36,36
201441,144,144,144,72,72,72,72,72,72
201469,144,144,144,72,72,72,72,72,72
201548,144,144,144,72,72,72,72,72,72
201645,144,144,144,72,72,72,72,72,72
201654,144,144,144,72,72,72,72,72,72
201672,72,72,72,36,36,36,36,36,36
201690,144,144,144,72,72,72,72,72,72
201751,72,72,72,36,36,36,36,36,36
201821,90,90,90,45,45,45,45,45,45
201858,144,144,144,72,72,72,72,72,72
201867,108,108,108,54,54,54,54,54,54
201885,144,144,144,72,72,72,72,72,72
201928,72,72,72,36,36,36,36,36,36
201946,144,144,144,72,72,72,72,72,72
201955,144,144,144,72,72,72,72,72,72
201964,144,144,144,72,72,72,72,72,72
201973,72,72,72,36,36,36,36,36,36
202046,144,144,144,72,72,72,72,72,72
202073,144,144,144,72,72,72,72,72,72
202134,144,144,144,72,72,72,72,72,72
202161,72,72,72,36,36,36,36,36,36
202170,144,144,144,72,72,72,72,72,72
202189,54,54,54,27,27,27,27,27,27
202222,72,72,72,36,36,36,36,36,36
202356,72,72,72,36,36,36,36,36,36
202435,72,72,72,36,36,36,36,36,36
202480,144,144,144,72,72,72,72,72,72
202514,144,144,144,72,72,72,72,72,72
202523,144,144,144,72,72,72,72,72,72
202541,108,108,108,54,54,54,54,54,54
202611,108,108,108,54,54,54,54,54,54
202648,126,126,126,63,63,63,63,63,63
202684,144,144,144,72,72,72,72,72,72
202763,144,144,144,72,72,72,72,72,72
202806,144,144,144,72,72,72,72,72,72
202903,144,144,144,72,72,72,72,72,72
202912,90,90,90,45,45,45,45,45,45
203085,144,144,144,72,72,72,72,72,72
203128,144,144,144,72,72,72,72,72,72
203155,72,72,72,36,36,36,36,36,36
203313,144,144,144,72,72,72,72,72,72
203331,72,72,72,36,36,36,36,36,36
203368,144,144,144,72,72,72,72,72,72
203386,90,90,90,45,45,45,45,45,45
203447,144,144,144,72,72,72,72,72,72
203456,144,144,144,72,72,72,72,72,72
203465,144,144,144,72,72,72,72,72,72
203474,144,144,144,72,72,72,72,72,72
203483,144,144,144,72,72,72,72,72,72
203492,144,144,144,72,72,72,72,72,72
203517,144,144,144,72,72,72,72,72,72
203526,144,144,144,72,72,72,72,72,72
203535,144,144,144,72,72,72,72,72,72
203544,144,144,144,72,72,72,72,72,72
203580,144,144,144,72,72,72,72,72,72
203599,72,72,72,36,36,36,36,36,36
203678,72,72,72,36,36,36,36,36,36
203720,72,72,72,36,36,36,36,36,36
203739,72,72,72,36,36,36,36,36,36
203748,72,72,72,36,36,36,36,36,36
203757,144,144,144,72,72,72,72,72,72
203775,144,144,144,72,72,72,72,72,72
203845,144,144,144,72,72,72,72,72,72
203881,72,72,72,36,36,36,36,36,36
203960,144,144,144,72,72,72,72,72,72
204006,144,144,144,72,72,72,72,72,72
204015,144,144,144,72,72,72,72,72,72
204024,144,144,144,72,72,72,72,72,72
204060,72,72,72,36,36,36,36,36,36
204176,144,144,144,72,72,72,72,72,72
204185,144,144,144,72,72,72,72,72,72
204194,144,144,144,72,72,72,72,72,72
204200,144,144,144,72,72,72,72,72,72
204255,72,72,72,36,36,36,36,36,36
204264,144,144,144,72,72,72,72,72,72
204307,72,72,72,36,36,36,36,36,36
204316,90,90,90,45,45,45,45,45,45
204422,72,72,72,36,36,36,36,36,36
204440,72,72,72,36,36,36,36,36,36
204468,144,144,144,72,72,72,72,72,72
204486,144,144,144,72,72,72,72,72,72
204501,144,144,144,72,72,72,72,72,72
204592,18,18,18,9,9,9,9,9,9
204608,72,72,72,36,36,36,36,36,36
204617,144,144,144,72,72,72,72,72,72
204626,72,72,72,36,36,36,36,36,36
204635,144,144,144,72,72,72,72,72,72
204662,72,72,72,36,36,36,36,36,36
204671,144,144,144,72,72,72,72,72,72
204680,144,144,144,72,72,72,72,72,72
204699,144,144,144,72,72,72,72,72,72
204705,144,144,144,72,72,72,72,72,72
204796,144,144,144,72,72,72,72,72,72
204802,144,144,144,72,72,72,72,72,72
204820,144,144,144,72,72,72,72,72,72
204839,144,144,144,72,72,72,72,72,72
204848,144,144,144,72,72,72,72,72,72
204857,144,144,144,72,72,72,72,72,72
204866,144,144,144,72,72,72,72,72,72
204884,72,72,72,36,36,36,36,36,36
204909,144,144,144,72,72,72,72,72,72
204936,144,144,144,72,72,72,72,72,72
204945,72,72,72,36,36,36,36,36,36
205027,36,36,36,18,18,18,18,18,18
205054,72,72,72,36,36,36,36,36,36
205179,90,90,90,45,45,45,45,45,45
205203,144,144,144,72,72,72,72,72,72
205391,72,72,72,36,36,36,36,36,36
205443,144,144,144,72,72,72,72,72,72
205470,72,72,72,36,36,36,36,36,36
205513,72,72,72,36,36,36,36,36,36
205522,72,72,72,36,36,36,36,36,36
205559,72,72,72,36,36,36,36,36,36
205568,72,72,72,36,36,36,36,36,36
205610,90,90,90,45,45,45,45,45,45
205647,90,90,90,45,45,45,45,45,45
205692,54,54,54,27,27,27,27,27,27
205708,72,72,72,36,36,36,36,36,36
205717,54,54,54,27,27,27,27,27,27
205726,72,72,72,36,36,36,36,36,36
205841,72,72,72,36,36,36,36,36,36
205887,72,72,72,36,36,36,36,36,36
205957,144,144,144,72,72,72,72,72,72
205966,72,72,72,36,36,36,36,36,36
206002,36,36,36,18,18,18,18,18,18
206011,72,72,72,36,36,36,36,36,36
206048,144,144,144,72,72,72,72,72,72
206084,144,144,144,72,72,72,72,72,72
206093,72,72,72,36,36,36,36,36,36
206224,72,72,72,36,36,36,36,36,36
206279,144,144,144,72,72,72,72,72,72
206330,144,144,144,72,72,72,72,72,72
206349,144,144,144,72,72,72,72,72,72
206394,72,72,72,36,36,36,36,36,36
206437,144,144,144,72,72,72,72,72,72
206446,72,72,72,36,36,36,36,36,36
206491,144,144,144,72,72,72,72,72,72
206507,144,144,144,72,72,72,72,72,72
206525,144,144,144,72,72,72,72,72,72
206589,144,144,144,72,72,72,72,72,72
206604,144,144,144,72,72,72,72,72,72
206613,144,144,144,72,72,72,72,72,72
206622,144,144,144,72,72,72,72,72,72
206631,144,144,144,72,72,72,72,72,72
206695,144,144,144,72,72,72,72,72,72
206817,144,144,144,72,72,72,72,72,72
206835,144,144,144,72,72,72,72,72,72
206862,144,144,144,72,72,72,72,72,72
206914,144,144,144,72,72,72,72,72,72
206923,72,72,72,36,36,36,36,36,36
206941,144,144,144,72,72,72,72,72,72
206996,72,72,72,36,36,36,36,36,36
207041,144,144,144,72,72,72,72,72,72
207050,72,72,72,36,36,36,36,36,36
207069,72,72,72,36,36,36,36,36,36
207157,144,144,144,72,72,72,72,72,72
207209,144,144,144,72,72,72,72,72,72
207236,72,72,72,36,36,36,36,36,36
207254,144,144,144,72,72,72,72,72,72
207263,144,144,144,72,72,72,72,72,72
207281,72,72,72,36,36,36,36,36,36
207290,72,72,72,36,36,36,36,36,36
207306,144,144,144,72,72,72,72,72,72
207324,144,144,144,72,72,72,72,72,72
207351,144,144,144,72,72,72,72,72,72
207388,144,144,144,72,72,72,72,72,72
207397,144,144,144,72,72,72,72,72,72
207403,144,144,144,72,72,72,72,72,72
207449,72,72,72,36,36,36,36,36,36
207458,144,144,144,72,72,72,72,72,72
207500,144,144,144,72,72,72,72,72,72
207564,144,144,144,72,72,72,72,72,72
207582,144,144,144,72,72,72,72,72,72
207625,72,72,72,36,36,36,36,36,36
207661,144,144,144,72,72,72,72,72,72
207670,72,72,72,36,36,36,36,36,36
207689,144,144,144,72,72,72,72,72,72
207722,144,144,144,72,72,72,72,72,72
207740,72,72,72,36,36,36,36,36,36
207847,144,144,144,72,72,72,72,72,72
207856,144,144,144,72,72,72,72,72,72
207865,144,144,144,72,72,72,72,72,72
207935,72,72,72,36,36,36,36,36,36
207962,72,72,72,36,36,36,36,36,36
207971,144,144,144,72,72,72,72,72,72
208035,72,72,72,36,36,36,36,36,36
208239,144,144,144,72,72,72,72,72,72
208275,72,72,72,36,36,36,36,36,36
208318,72,72,72,36,36,36,36,36,36
208390,72,72,72,36,36,36,36,36,36
208406,72,72,72,36,36,36,36,36,36
208415,72,72,72,36,36,36,36,36,36
208479,72,72,72,36,36,36,36,36,36
208488,144,144,144,72,72,72,72,72,72
208646,144,144,144,72,72,72,72,72,72
208725,144,144,144,72,72,72,72,72,72
208822,144,144,144,72,72,72,72,72,72
208965,144,144,144,72,72,72,72,72,72
209038,72,72,72,36,36,36,36,36,36
209056,144,144,144,72,72,72,72,72,72
209065,144,144,144,72,72,72,72,72,72
209074,72,72,72,36,36,36,36,36,36
209108,144,144,144,72,72,72,72,72,72
209241,144,144,144,72,72,72,72,72,72
209250,72,72,72,36,36,36,36,36,36
209287,144,144,144,72,72,72,72,72,72
209409,144,144,144,72,72,72,72,72,72
209506,144,144,144,72,72,72,72,72,72
209533,144,144,144,72,72,72,72,72,72
209542,144,144,144,72,72,72,72,72,72
209551,144,144,144,72,72,72,72,72,72
209603,144,144,144,72,72,72,72,72,72
209612,144,144,144,72,72,72,72,72,72
209746,72,72,72,36,36,36,36,36,36
209807,144,144,144,72,72,72,72,72,72
209825,144,144,144,72,72,72,72,72,72
209922,144,144,144,72,72,72,72,72,72
209940,72,72,72,36,36,36,36,36,36
210076,144,144,144,72,72,72,72,72,72
210146,144,144,144,72,72,72,72,72,72
210155,72,72,72,36,36,36,36,36,36
210234,72,72,72,36,36,36,36,36,36
210270,72,72,72,36,36,36,36,36,36
210304,144,144,144,72,72,72,72,72,72
210331,144,144,144,72,72,72,72,72,72
210359,72,72,72,36,36,36,36,36,36
210401,144,144,144,72,72,72,72,72,72
210429,144,144,144,72,72,72,72,72,72
210483,54,54,54,27,27,27,27,27,27
210492,144,144,144,72,72,72,72,72,72
210571,144,144,144,72,72,72,72,72,72
210605,72,72,72,36,36,36,36,36,36
210669,144,144,144,72,72,72,72,72,72
210739,144,144,144,72,72,72,72,72,72
210775,144,144,144,72,72,72,72,72,72
210890,72,72,72,36,36,36,36,36,36
210906,144,144,144,72,72,72,72,72,72
210942,144,144,144,72,72,72,72,72,72
210960,144,144,144,72,72,72,72,72,72
211024,144,144,144,72,72,72,72,72,72
211079,72,72,72,36,36,36,36,36,36
211088,144,144,144,72,72,72,72,72,72
211149,72,72,72,36,36,36,36,36,36
211158,144,144,144,72,72,72,72,72,72
211200,72,72,72,36,36,36,36,36,36
211273,144,144,144,72,72,72,72,72,72
211291,144,144,144,72,72,72,72,72,72
211307,72,72,72,36,36,36,36,36,36
211316,72,72,72,36,36,36,36,36,36
211343,72,72,72,36,36,36,36,36,36
211352,144,144,144,72,72,72,72,72,72
211361,144,144,144,72,72,72,72,72,72
211398,72,72,72,36,36,36,36,36,36
211431,144,144,144,72,72,72,72,72,72
211440,144,144,144,72,72,72,72,72,72
211468,144,144,144,72,72,72,72,72,72
211477,144,144,144,72,72,72,72,72,72
211556,144,144,144,72,72,72,72,72,72
211583,144,144,144,72,72,72,72,72,72
211608,144,144,144,72,72,72,72,72,72
211617,72,72,72,36,36,36,36,36,36
211644,144,144,144,72,72,72,72,72,72
211820,72,72,72,36,36,36,36,36,36
211893,144,144,144,72,72,72,72,72,72
211909,72,72,72,36,36,36,36,36,36
211927,72,72,72,36,36,36,36,36,36
211981,144,144,144,72,72,72,72,72,72
212009,144,144,144,72,72,72,72,72,72
212045,72,72,72,36,36,36,36,36,36
212054,144,144,144,72,72,72,72,72,72
212072,72,72,72,36,36,36,36,36,36
212090,72,72,72,36,36,36,36,36,36
212106,144,144,144,72,72,72,72,72,72
212115,144,144,144,72,72,72,72,72,72
212133,144,144,144,72,72,72,72,72,72
212160,144,144,144,72,72,72,72,72,72
212197,144,144,144,72,72,72,72,72,72
212425,72,72,72,36,36,36,36,36,36
212434,72,72,72,36,36,36,36,36,36
212577,144,144,144,72,72,72,72,72,72
212601,144,144,144,72,72,72,72,72,72
212656,144,144,144,72,72,72,72,72,72
212674,144,144,144,72,72,72,72,72,72
212805,108,108,108,54,54,54,54,54,54
212832,144,144,144,72,72,72,72,72,72
212869,72,72,72,36,36,36,36,36,36
212878,72,72,72,36,36,36,36,36,36
212911,144,144,144,72,72,72,72,72,72
212975,72,72,72,36,36,36,36,36,36
212984,144,144,144,72,72,72,72,72,72
212993,72,72,72,36,36,36,36,36,36
213002,72,72,72,36,36,36,36,36,36
213011,144,144,144,72,72,72,72,72,72
213020,144,144,144,72,72,72,72,72,72
213057,54,54,54,27,27,27,27,27,27
213233,72,72,72,36,36,36,36,36,36
213251,144,144,144,72,72,72,72,72,72
213303,144,144,144,72,72,72,72,72,72
213321,144,144,144,72,72,72,72,72,72
213349,144,144,144,72,72,72,72,72,72
213358,144,144,144,72,72,72,72,72,72
213367,144,144,144,72,72,72,72,72,72
213376,72,72,72,36,36,36,36,36,36
213385,144,144,144,72,72,72,72,72,72
213400,144,144,144,72,72,72,72,72,72
213473,72,72,72,36,36,36,36,36,36
213507,144,144,144,72,72,72,72,72,72
213525,72,72,72,36,36,36,36,36,36
213534,72,72,72,36,36,36,36,36,36
213543,144,144,144,72,72,72,72,72,72
213570,72,72,72,36,36,36,36,36,36
213589,72,72,72,36,36,36,36,36,36
213598,144,144,144,72,72,72,72,72,72
213613,144,144,144,72,72,72,72,72,72
213659,72,72,72,36,36,36,36,36,36
213668,144,144,144,72,72,72,72,72,72
213774,72,72,72,36,36,36,36,36,36
213783,144,144,144,72,72,72,72,72,72
213826,144,144,144,72,72,72,72,72,72
213914,72,72,72,36,36,36,36,36,36
213987,144,144,144,72,72,72,72,72,72
213996,144,144,144,72,72,72,72,72,72
214023,72,72,72,36,36,36,36,36,36
214041,144,144,144,72,72,72,72,72,72
214069,144,144,144,72,72,72,72,72,72
214111,72,72,72,36,36,36,36,36,36
214148,144,144,144,72,72,72,72,72,72
214157,144,144,144,72,72,72,72,72,72
214166,144,144,144,72,72,72,72,72,72
214175,144,144,144,72,72,72,72,72,72
214272,144,144,144,72,72,72,72,72,72
214290,72,72,72,36,36,36,36,36,36
214379,72,72,72,36,36,36,36,36,36
214528,72,72,72,36,36,36,36,36,36
214582,72,72,72,36,36,36,36,36,36
214591,144,144,144,72,72,72,72,72,72
214625,144,144,144,72,72,72,72,72,72
214634,144,144,144,72,72,72,72,72,72
214643,144,144,144,72,72,72,72,72,72
214652,144,144,144,72,72,72,72,72,72
214670,144,144,144,72,72,72,72,72,72
214689,144,144,144,72,72,72,72,72,72
214698,144,144,144,72,72,72,72,72,72
214704,144,144,144,72,72,72,72,72,72
214713,144,144,144,72,72,72,72,72,72
214731,144,144,144,72,72,72,72,72,72
214740,144,144,144,72,72,72,72,72,72
214759,144,144,144,72,72,72,72,72,72
214768,144,144,144,72,72,72,72,72,72
214777,144,144,144,72,72,72,72,72,72
214786,144,144,144,72,72,72,72,72,72
214795,144,144,144,72,72,72,72,72,72
214801,144,144,144,72,72,72,72,72,72
214810,144,144,144,72,72,72,72,72,72
214829,144,144,144,72,72,72,72,72,72
214838,72,72,72,36,36,36,36,36,36
214883,144,144,144,72,72,72,72,72,72
214892,72,72,72,36,36,36,36,36,36
214944,72,72,72,36,36,36,36,36,36
214971,144,144,144,72,72,72,72,72,72
215053,144,144,144,72,72,72,72,72,72
215062,144,144,144,72,72,72,72,72,72
215099,144,144,144,72,72,72,72,72,72
215105,144,144,144,72,72,72,72,72,72
215114,144,144,144,72,72,72,72,72,72
215132,144,144,144,72,72,72,72,72,72
215239,72,72,72,36,36,36,36,36,36
215266,144,144,144,72,72,72,72,72,72
215275,144,144,144,72,72,72,72,72,72
215284,144,144,144,72,72,72,72,72,72
215293,144,144,144,72,72,72,72,72,72
215309,72,72,72,36,36,36,36,36,36
215381,72,72,72,36,36,36,36,36,36
215390,72,72,72,36,36,36,36,36,36
215415,72,72,72,36,36,36,36,36,36
215433,72,72,72,36,36,36,36,36,36
215442,144,144,144,72,72,72,72,72,72
215585,72,72,72,36,36,36,36,36,36
215637,144,144,144,72,72,72,72,72,72
215646,72,72,72,36,36,36,36,36,36
215655,144,144,144,72,72,72,72,72,72
215682,72,72,72,36,36,36,36,36,36
215691,144,144,144,72,72,72,72,72,72
215743,144,144,144,72,72,72,72,72,72
215770,144,144,144,72,72,72,72,72,72
215798,144,144,144,72,72,72,72,72,72
215929,144,144,144,72,72,72,72,72,72
215947,144,144,144,72,72,72,72,72,72
215992,72,72,72,36,36,36,36,36,36
216010,144,144,144,72,72,72,72,72,72
216038,144,144,144,72,72,72,72,72,72
216047,144,144,144,72,72,72,72,72,72
216083,72,72,72,36,36,36,36,36,36
216278,144,144,144,72,72,72,72,72,72
216287,144,144,144,72,72,72,72,72,72
216296,72,72,72,36,36,36,36,36,36
216311,144,144,144,72,72,72,72,72,72
216339,144,144,144,72,72,72,72,72,72
216357,144,144,144,72,72,72,72,72,72
216366,108,108,108,54,54,54,54,54,54
216418,72,72,72,36,36,36,36,36,36
216427,72,72,72,36,36,36,36,36,36
216436,72,72,72,36,36,36,36,36,36
216445,72,72,72,36,36,36,36,36,36
216454,72,72,72,36,36,36,36,36,36
216524,144,144,144,72,72,72,72,72,72
216542,144,144,144,72,72,72,72,72,72
216551,72,72,72,36,36,36,36,36,36
216597,144,144,144,72,72,72,72,72,72
216667,144,144,144,72,72,72,72,72,72
216694,144,144,144,72,72,72,72,72,72
216764,144,144,144,72,72,72,72,72,72
216782,72,72,72,36,36,36,36,36,36
216807,144,144,144,72,72,72,72,72,72
216825,72,72,72,36,36,36,36,36,36
216852,144,144,144,72,72,72,72,72,72
216931,144,144,144,72,72,72,72,72,72
216986,54,54,54,27,27,27,27,27,27
217013,144,144,144,72,72,72,72,72,72
217059,144,144,144,72,72,72,72,72,72
217077,72,72,72,36,36,36,36,36,36
217086,72,72,72,36,36,36,36,36,36
217156,144,144,144,72,72,72,72,72,72
217165,144,144,144,72,72,72,72,72,72
217235,144,144,144,72,72,72,72,72,72
217305,144,144,144,72,72,72,72,72,72
217402,144,144,144,72,72,72,72,72,72
217420,144,144,144,72,72,72,72,72,72
217475,72,72,72,36,36,36,36,36,36
217484,144,144,144,72,72,72,72,72,72
217493,144,144,144,72,72,72,72,72,72
217518,144,144,144,72,72,72,72,72,72
217536,144,144,144,72,72,72,72,72,72
217606,144,144,144,72,72,72,72,72,72
217615,72,72,72,36,36,36,36,36,36
217624,144,144,144,72,72,72,72,72,72
217633,144,144,144,72,72,72,72,72,72
217688,144,144,144,72,72,72,72,72,72
217712,72,72,72,36,36,36,36,36,36
217721,144,144,144,72,72,72,72,72,72
217749,144,144,144,72,72,72,72,72,72
217776,144,144,144,72,72,72,72,72,72
217819,144,144,144,72,72,72,72,72,72
217837,72,72,72,36,36,36,36,36,36
217864,144,144,144,72,72,72,72,72,72
217873,144,144,144,72,72,72,72,72,72
217882,144,144,144,72,72,72,72,72,72
217891,90,90,90,45,45,45,45,45,45
217907,144,144,144,72,72,72,72,72,72
217925,144,144,144,72,72,72,72,72,72
217934,144,144,144,72,72,72,72,72,72
217961,144,144,144,72,72,72,72,72,72
217989,72,72,72,36,36,36,36,36,36
217998,144,144,144,72,72,72,72,72,72
218025,72,72,72,36,36,36,36,36,36
218043,72,72,72,36,36,36,36,36,36
218061,144,144,144,72,72,72,72,72,72
218070,144,144,144,72,72,72,72,72,72
218113,72,72,72,36,36,36,36,36,36
218140,72,72,72,36,36,36,36,36,36
218229,144,144,144,72,72,72,72,72,72
218238,144,144,144,72,72,72,72,72,72
218353,72,72,72,36,36,36,36,36,36
218399,144,144,144,72,72,72,72,72,72
218414,144,144,144,72,72,72,72,72,72
218441,144,144,144,72,72,72,72,72,72
218487,72,72,72,36,36,36,36,36,36
218520,72,72,72,36,36,36,36,36,36
218539,144,144,144,72,72,72,72,72,72
218645,144,144,144,72,72,72,72,72,72
218654,144,144,144,72,72,72,72,72,72
218663,144,144,144,72,72,72,72,72,72
218672,72,72,72,36,36,36,36,36,36
218681,72,72,72,36,36,36,36,36,36
218690,72,72,72,36,36,36,36,36,36
218706,72,72,72,36,36,36,36,36,36
218724,144,144,144,72,72,72,72,72,72
218733,144,144,144,72,72,72,72,72,72
218742,144,144,144,72,72,72,72,72,72
218821,72,72,72,36,36,36,36,36,36
218830,72,72,72,36,36,36,36,36,36
218858,72,72,72,36,36,36,36,36,36
218885,72,72,72,36,36,36,36,36,36
218894,72,72,72,36,36,36,36,36,36
218919,144,144,144,72,72,72,72,72,72
218955,72,72,72,36,36,36,36,36,36
218964,144,144,144,72,72,72,72,72,72
218973,144,144,144,72,72,72,72,72,72
218991,72,72,72,36,36,36,36,36,36
219000,144,144,144,72,72,72,72,72,72
219046,144,144,144,72,72,72,72,72,72
219055,72,72,72,36,36,36,36,36,36
219082,144,144,144,72,72,72,72,72,72
219091,144,144,144,72,72,72,72,72,72
219143,72,72,72,36,36,36,36,36,36
219189,72,72,72,36,36,36,36,36,36
219198,144,144,144,72,72,72,72,72,72
219204,144,144,144,72,72,72,72,72,72
219213,144,144,144,72,72,72,72,72,72
219259,144,144,144,72,72,72,72,72,72
219277,144,144,144,72,72,72,72,72,72
219295,144,144,144,72,72,72,72,72,72
219347,144,144,144,72,72,72,72,72,72
219356,144,144,144,72,72,72,72,72,72
219374,144,144,144,72,72,72,72,72,72
219383,144,144,144,72,72,72,72,72,72
219408,72,72,72,36,36,36,36,36,36
219426,72,72,72,36,36,36,36,36,36
219471,144,144,144,72,72,72,72,72,72
219480,72,72,72,36,36,36,36,36,36
219505,36,36,36,18,18,18,18,18,18
219578,144,144,144,72,72,72,72,72,72
219602,144,144,144,72,72,72,72,72,72
219639,144,144,144,72,72,72,72,72,72
219709,144,144,144,72,72,72,72,72,72
219718,144,144,144,72,72,72,72,72,72
219790,144,144,144,72,72,72,72,72,72
219806,144,144,144,72,72,72,72,72,72
219824,72,72,72,36,36,36,36,36,36
219833,144,144,144,72,72,72,72,72,72
219879,72,72,72,36,36,36,36,36,36
219888,72,72,72,36,36,36,36,36,36
219903,72,72,72,36,36,36,36,36,36
219949,144,144,144,72,72,72,72,72,72
219976,144,144,144,72,72,72,72,72,72
220002,144,144,144,72,72,72,72,72,72
220057,72,72,72,36,36,36,36,36,36
220075,144,144,144,72,72,72,72,72,72
220118,72,72,72,36,36,36,36,36,36
